ID,5SS,3SS
AT3G47360,1476;1693,1106;1563
AT3G47370,317;697,582
AT3G47390,1190;1378;3112;3349;3525;3726;4130;4356;4618;4924,1087;1281;2732;3213;3424;3599;3815;4235;4460;4693
AT3G47420,2059,1020;2155
AT3G47440,197;527,275;610
AT3G47450,764;927;1080;1258;1426;1774;2055;2257;2445;2619;2822,577;839;999;1175;1404;1727;1935;2142;2342;2524;2715
AT3G47460,1362;1583;1951;2217;2600;2897;3377;3603;4195;4555;4822;5067;5485;5747;5922;6230;6465,680;1438;1659;2030;2539;2833;3284;3505;4077;4335;4680;4898;5299;5652;5832;6003;6389
AT3G47600,405;818,687;941
AT3G47640,618;812;1048,518;707;919
AT3G47690,807;981;1189;1415;1554;1773,737;893;1081;1271;1506;1658
AT3G47700,673;960,570;858;1044
AT3G47720,692;1033;1215,210;784;1104;1294
AT3G47730,1063;1322;1579;1758;2050;2289;2604;2916;3281;3535;3910;4083;4337,830;1151;1392;1661;1845;2128;2376;2797;3390;3618;4001;4159
AT3G47740,202;723;879;1112;1342;1570;1839;2095;2301;2477;2918;3216;3428;3606;3825,355;798;966;1221;1444;1679;1931;2174;2392;2579;3014;3317;3520;3695
AT3G47750,140;608;788;1023;1425;1634;1874;2146;2530;2966;3240;3572;3733;3934,243;704;877;1304;1502;1714;1982;2223;2445;2618;3038;3461;3647;3804;4035
AT3G47770,155;585;777;1018;1472;1674;1986;2360;2565;2741;3173;3456;3681;3896;4104,232;872;1548;1826;2196;2438;2656;2825;3254;3570;3810;3974;4229
AT3G47780,232;787;944;1165;1527;1745;2020;2297;2512;2691;3139;3420;3670;3846;4053,419;863;1019;1406;1619;1860;2133;2385;2606;2791;3218;3559;3760;3923;4137
AT3G47790,527;683;909;1114;1312;1570;1821;2021;2185;2586;2868;3075;3254;3454;3632;3812,213;617;763;993;1186;1410;1657;1894;2100;2250;2666;2964;3168;3324;3525;3722
AT3G47833,436;801,366;697;1278
AT3G47860,518;844;1214,351;597;922;1299
AT3G47930,853;1237;1705;2218;2698,985;1518;1796;2556;2945
AT3G47950,171;415;608;816;1035;1316;1639;2230;2448;2650;2890;3207;3524;3649;3827;4098;4392;4681;4940,344;487;716;896;1180;1458;1782;2324;2544;2744;3041;3284;3615;3744;3936;4205;4497;4760
AT3G47990,498;862;1020;1523;1698;1836;2109;2518,794;945;1383;1604;1769;1988;2403;2646
AT3G48000,402;755;996;1241;1563;1744;1992;2222;2459;2611,616;852;1086;1332;1653;1817;2083;2320;2548;2813
AT3G48010,592;972;1361;1566;1876;2356,755;1043;1453;1638;1960;2444
AT3G48040,329;742;1050;1207;1367,653;939;1142;1301;1879
AT3G48080,363;1196,442;1267
AT3G48090,773;1581;1758,848;1676;1853
AT3G48100,544;716;914,463;637;842
AT3G48110,740;1034;1229;1459;1624;1832;2030;2309;2651;2931;3350;3633;3844;4204;4389;4551;4702;4933;5121;5331;5501;5765;6197;6449;6727;6933;7057;7247;7499;7655;7820,474;977;1150;1383;1552;1714;1927;2181;2566;2843;3247;3568;3787;4131;4305;4501;4638;5033;5258;5441;5670;5977;6353;6635;6827;7017;7156;7396;7572;7733;7895
AT3G48150,979;2677,665;1425
AT3G48160,589;731;893;1057;1260;1490;1657;1826;2329,520;677;814;1002;1147;1421;1580;1763;1922
AT3G48170,715;889;1117;1394;1605;1784;1969;2138;2695;2904;3143;3291;3497,571;807;967;1300;1480;1717;1901;2060;2580;2825;2990;3229;3389
AT3G48190,683;913;1419;1725;1972;2228;2412;2870;3290;3995;4298;4912;5474;5620;5901;6104;6665;6850;7115;8066;8220;8522;8726;9325;10042;10192;10335;10570;11164;11556;11888;12036;12258;12556;12802;13134;13841;14139;14711;15109;15724;15944;16483;16817;17340;17532;17879;18513;18912;19330;19493;20114;20521;20697;21190;21515;22003;22203;23023;23229;23368;23787;23928;24075;24629;24848;25130;25312;25489;25634;26081;26337;26490;26887,573;768;1256;1528;1814;2090;2323;2765;3190;3937;4215;4836;5431;5548;5851;6031;6526;6762;6929;7482;8147;8350;8599;9196;9884;10144;10494;11043;11369;11765;11965;12129;12413;12660;12897;13653;13916;14638;15038;15605;15819;16347;16723;17291;17426;17791;18194;18798;19262;19417;19990;20355;20597;21037;21309;21918;22118;22941;23138;23304;23645;23870;24014;24533;24738;25039;25231;25409;25586;25948;26201;26423;26742;26994
AT3G48260,379;490;822;1124;1361;1610;1892,451;593;899;1202;1443;1762;1979
AT3G48330,184;613;854,341;688
AT3G48350,469;1011,630;1372
AT3G48425,835;1248;1646;1833;2213;2412;2614,741;1102;1443;1753;2150;2324;2509
AT3G48430,1511;1710;1966;2671;3233;3713,1431;1641;1814;2047;2740;3329
AT3G48470,318;516;815;1439;1717;2408;2751;2982;3573;4442;4730,288;412;642;1252;1576;2038;2612;2846;3066;3677;4530
AT3G48500,926;1050;1202;1585;1773;1951;2241;2369;2758,865;1019;1127;1705;1857;2063;2317;2605;2827
AT3G48530,386;941;1215;1584;1826,767;1307;1661;1913
AT3G48570,689,552;1161
AT3G48580,517;809,415;617
AT3G48610,1515,1011;2081
AT3G48670,884;1691;1855;2220;2865,479;968;1764;2952
AT3G48730,735;1457,560;811
AT3G48740,392;706;970;1185,354;494;807;1064;1730
AT3G48750,218;793;1051;1256;1525;1945;2231;2387,732;865;1134;1350;1780;2142;2332
AT3G48760,308;922;1336;1669,738;1038;1434;1773
AT3G48780,619;793;1103;1750;2064;2500;2757;2961,552;703;956;1184;1585;1901;2372;2589;2852;3160
AT3G48850,1130;1429;1664,723;1213;1538
AT3G48860,979;1345;1515;1660;1934;2063;2245;2446;2594;2871;3073;3242;3470;3851;4265,790;1268;1472;1596;1883;2034;2169;2334;2532;2753;2959;3171;3427;3809;4131;4382
AT3G48870,297;1290;1540;1754;2030;2343;2669;2846;3025,639;1423;1630;1843;2126;2450;2769;2934
AT3G48900,114;361;636;865;1057;1206;1375;1803;2087;2302;2712;2915;3411,202;573;736;1004;1132;1300;1742;1923;2201;2628;2813;3273
AT3G48920,703,572;884
AT3G48930,104;256;452;902;1074,214;350;756;983;1170
AT3G49060,1082;1494;1687;2072;2343;2797;3673;4496,959;1371;1581;1925;2178;2649;3144;3769;4576
AT3G49110,360;1112;1745,919;1575;1834
AT3G49160,900;2577,471;971
AT3G49180,592;824;1168;1540;1891,343;675;979;1411;1639
AT3G49250,216;779;1097;1425;1845;2175,522;864;1232;1523;1954;2364
AT3G49260,434;1812;2382;2554;2706,316;1487;2158;2639;2821
AT3G49290,524;1202;1550;1791;2003;2164;2291;2472;2673,1059;1466;1639;1902;2070;2247;2379;2547
AT3G49360,576,439
AT4G23140,858;1137;2003;2245,1001;1239;2075;2330
AT3G49380,766;1145,537;940
AT3G49390,805;1598;1726;1889;2086;2236;2403;2554;2835,308;1489;1680;1815;1972;2175;2354;2487;2772
AT3G49430,1246;1431;1584;1880;2010;2152;2338;2478;2860;3030;3208,1364;1508;1737;1962;2093;2287;2420;2707;2948;3140
AT3G49470,353;863,267;743
AT3G49500,3183,
AT3G49530,971;1305;1694;1999,689;1064;1396;1788;2116
AT3G49600,271;654;1335;1746;2880;3294;3690;4108;4393;4725;5395;5896;6126;6376,532;740;1489;2169;3184;3510;3822;4184;4652;5181;5631;5983;6202;6457
AT3G49620,188;385;587;995;1184;1591;1815;1928;2056;2495;2677,268;467;930;1115;1531;1669;1907;2008;2413;2586
AT3G49680,510;769;1601;1838;2028;2222;2509;2724,426;590;1420;1705;1928;2104;2412;2610;2813
AT3G49690,342;607,476;698
AT3G49700,147;372;617,239;455;698
AT3G49850,567;859;1048;1244,643;962;1159
AT3G49860,519;766,396;603;862
AT3G49870,302;1175;1413,1250;1493
AT3G49960,398;687;979,485;812;1072
AT3G50000,685;1013;1297;1485;1671;1843;1985;2152,554;817;1138;1393;1604;1759;1920;2082;2233
AT3G50070,636;916;1133,713;1001;1230
AT3G50100,425;579;732;958;1171;1327;1514;1742;1921;2107,244;500;662;813;1053;1256;1412;1609;1812;2004
AT3G50110,1460;1805;1956;2202;2520;2702;2852;3018;3141;3374;3519,823;1702;1898;2135;2342;2614;2786;2940;3093;3242;3448
AT3G50240,298;734;952;1268;1563;1764;1969;2152;2435;2626;2802;3001;3182;3491;3666;3834;4016;4118;4288;4461;4779;5044,586;801;1019;1374;1638;1931;2059;2326;2511;2710;2890;3085;3259;3584;3761;3921;4085;4189;4370;4562;4871
AT3G50360,672;779;1025;1210,516;750;871;1106
AT3G50500,430;735;936;1066;1556;1780;1988,659;833;1011;1462;1674;1888
AT4G23130,897;1113;1305;1605;1917;2143,971;1182;1393;1678;1988;2217
AT3G50630,667;919,604;750;987
AT3G50660,863;1101;1514;1759;1929;2146,537;947;1198;1665;1849;2035;2897
AT3G50670,711;861;1027;1179;1336;2327;2639,595;780;950;1113;1272;2244;2424
AT3G50700,664;1138;1421,740;1220;1786
AT3G50920,551;881;1040,654;965
AT3G50960,286;497;619;847;1006;1159;1343,184;421;570;703;932;1096;1244;1427
AT3G50990,278;565;811,372;644
AT3G51030,771,647;854
AT3G51080,771,506;861
AT3G51310,425;638;914;1088;1307;1504;1714;1979;2331;2694;2841;3059;3223;3476;3694;3867;4055;4235;4486,327;513;727;999;1249;1413;1590;1843;2213;2453;2774;2968;3132;3385;3624;3785;3946;4130;4365;4606
AT3G51390,475;636;798;1259;1408;1642;1837;2024;2183,359;560;725;1126;1373;1531;1752;1939;2116
AT3G51420,501;888;1096,576;971;1192
AT3G51430,1200,678;1075;1283
AT3G51440,871;1086,961;1229
AT3G51450,465;842;1063,530;938
AT3G51460,373;634;812;1080;1263;1496;1668;1800;1979;2429;2670;2836;3058;3242;3439;3630;3795;4012;4247;4407,487;727;951;1170;1437;1610;1765;1897;2321;2582;2757;2986;3142;3338;3520;3721;3917;4153;4339
AT3G51480,461;839;2438;2814;2937;3433,558;1121;2535;2904;3025
AT3G51490,314;967;1963;2237,399;1039;2048;2322
AT3G51520,292;538;732;972;1263;1518;1700,376;624;815;1175;1419;1611;1823
AT3G51670,939;1580;1815,1454;1672;1912
AT3G51770,2517;2916;3514,465;2623;3203
AT3G51780,1110;1334,852;1186;1421
AT3G51800,429;674;920;1622;1844;2022;2284,343;523;765;1405;1706;1929;2082;2371
AT3G51820,345;471;640;912;1080;1255;1394;1552;1710;1864;2098;2538;2670,425;553;823;993;1167;1327;1467;1647;1787;1952;2460;2621;2764
AT3G51830,477;695;889;1027;1196;1309;1528;1714;2309;2547;2867;3116;3588;3769;4195;4376;4750,401;566;796;968;1138;1274;1446;1606;2062;2230;2481;2767;3478;3695;4100;4291;4682
AT3G51840,361;855;1045;1219;1428;1611;1780;1993;2446;2644;2907;3481,749;937;1140;1303;1536;1719;1882;2285;2566;2734;3387;3565
AT3G51850,1287;1594;1855;2113;2539,1142;1440;1738;1944;2307;3018
AT3G51860,331;882;1266;1556;1988;2195;2403;2651,813;1236;1358;1765;2056;2285;2596
AT3G51870,606;761;905;1309;1763;1953;2211;2436,548;697;847;1224;1693;1839;2040;2356;2603
AT3G51895,923;1786;2005;2358;2783;3107;3485;3811;3979;4152,714;1613;1938;2243;2665;2979;3197;3619;3892;4074
AT3G51960,187;539;931,342;623
AT3G52000,407;591,485;694
AT3G52020,641,535
AT3G52080,295;1374;2073,368;1466;2145
AT3G52090,349;517;897,258;437;800
AT3G52140,195;711;922;1315;1536;1788;2062;2273;3009;3242;3775;3976;4368;4580;5179;5440;5606;5848;6151;6318;6580;6842;6959;7173;7568;7784;7950,397;859;1124;1394;1630;1867;2170;2872;3076;3458;3870;4139;4438;5043;5268;5518;5712;6012;6248;6420;6784;6917;7052;7257;7675;7877;8065
AT3G52160,386;1053,467;1137
AT3G52180,531;719;1063;1234;1431;2211;2462;2887;3116;3442;3624,400;615;985;1156;1349;2077;2401;2829;3019;3381;3515
AT3G52190,900;1518;1690;1986;2275;2481;2689;2856,798;1384;1597;1885;2201;2359;2568;2784;2950
AT3G52200,646;858;973;1400;1781;1990;2596;2737;2917;3294;4083;4201;4370;4830;4963;5172;5331;5547;5710,588;802;938;1121;1706;1919;2403;2691;2842;3223;3548;4021;4155;4285;4752;4899;5100;5269;5485;5628
AT3G52280,184;354;632;792;1452;1630;1767;1999,281;430;713;1226;1530;1707;1847;2094
AT3G52290,269;473;742;1162;1479;1749,368;646;864;1262;1628;1837
AT3G52300,436;940;1293;1483,857;1227;1395
AT3G52340,619;1387;1755;2023;2171,553;1191;1463;1835;2123;2242
AT3G52380,864;1247,761;937;1317
AT3G52560,175;827;1193,686;1012
AT3G52580,174;565;688;1170;1396,444;641;1083;1265;1480
AT3G52600,271;427;2002,417;521;1886
AT3G52630,506,237
AT3G52750,307;1058;1725;1906;2408;2649;2800,1424;1814;2282;2555;2733
AT3G52780,1507;1889;2385;2555,1208;1644;2053;2465
AT3G52810,643;1733;2112;2311,350;1337;1937;2221
AT3G52820,1070;1774;2349;2545,777;1378;2174;2455
AT3G52840,693;898;1047;1237;1456;2192;2404;2571;2770;3017;3456;3671;3861;4075;4275;4854,596;784;979;1143;1311;2102;2297;2485;2650;2854;3279;3750;3963;4163;4647;4936
AT3G52850,532;1323;1684;1873;2050;2301;2482;2986;3144;3535;3740,629;1594;1802;1965;2223;2399;2902;3076;3405;3626;3838
AT3G52880,139;788;967;1153;1433;1744;1942;2259;2494,715;914;1071;1313;1523;1822;2132;2352
AT3G52890,2892,
AT3G52940,479;641;810;1012;1400;1668;1802;1975;2199;2395;2614,360;569;752;919;1351;1546;1754;1892;2121;2274;2538
AT3G52970,576;1178,764
AT3G53000,680;942,822;1419
AT3G53020,124;578;777;1030,501;674;880;1122
AT3G53030,412;1455;1659,521;1610;1753
AT3G53090,690;1061;1712;2846;3246;3640;4005;4285;4493;4679;4920,566;819;1148;1885;2922;3360;3751;4113;4399;4570;4802;5192
AT3G53110,863;1169;1362;2154;2360;2532,568;940;1295;1754;2250;2442;2614
AT3G53120,611;793;1263;1397;1609,427;704;1222;1349;1487;1688
AT3G53130,553;999;1286;1477;1716;1893;2137;2397,701;1087;1374;1574;1784;2053;2233
AT3G53200,237;455;640,324;538;719
AT3G53230,95;358;815;1702;2365,191;934;1788;2458
AT3G53240,1517;1749;1916;2173,1200;1592;1840;2097;2267
AT3G53310,490;1344;1507,889;1426;1604
AT3G53340,513;918;1282,673;911;1224
AT3G53350,164;1166,1076;1256
AT3G53410,940,452
AT3G53420,583;1347;1615,1050;1473;1704
AT3G53450,844;990;1366;2274;2519,745;958;1265;2202;2374
AT3G53460,796;1617;1828,630;1142;1715;1918
AT3G53480,698;870;1031;1296;1457;1606;1775;2168;2538;2942;3188;3379;3629;3850;3995;4422;4796;4973;5193;5507;6018,573;783;945;1135;1379;1551;1683;1865;2255;2627;3026;3274;3474;3720;3920;4088;4504;4888;5058;5278;5590;6110
AT3G53520,870;1278;1446;1815;1983;2181,1123;1365;1730;1907;2087;2401
AT3G53570,569;895;1024;1305;1437;1664;1974;2251;2404;2595;2799,719;996;1150;1387;1548;1881;2093;2338;2496;2692;2879
AT3G53580,703;851;1009;1292;1465;1647;1822,534;779;950;1111;1379;1586;1747;2159
AT3G53610,601;1102;1291;1458;1709;1864;2053,1028;1189;1391;1610;1800;1959
AT3G53620,279;1123;1262;1628;1820;2274;2477;2635,984;1232;1561;1711;2207;2355;2552
AT3G53720,1516;3016;3954,480;2778;3239;4037
AT3G53740,121;355;999,249;798
AT3G53750,727;1259;1956,864;1341
AT3G53760,796;1040;1255;1605;1954;2227;2387;2628;2773;3099;3481;3665;4002;4201,497;902;1155;1483;1680;2145;2302;2540;2716;2915;3254;3575;3847;4077;4273
AT3G53780,740;1155;1432;1769;2067,990;1267;1523;1939
AT3G53800,230;699;843;1143;1326,555;791;920;1222;1434
AT3G53840,802;947,886;1090
AT3G53870,393;640;1061,244;467;873;1145
AT3G53880,241;478;889;1087;1531;1869,426;811;998;1254;1619;1967
AT3G53900,421;587;876;1044;1216;1372;1510;1741;1869;2011,318;507;816;965;1133;1322;1447;1672;1812;1962
AT3G53920,398;565;923;1481;1800;2141;2439,295;485;755;1006;1568;1999;2234;2657
AT3G53960,676;1617,457;1071;1879
AT3G54010,295;493;633;824;1156;1303;1467;1661;1915;2069;2378;2585;2748;2889;3106;3252;3443;3638;3796,407;562;725;1032;1269;1407;1578;1755;2010;2228;2486;2677;2828;3048;3182;3364;3535;3723
AT3G54020,694;1024;1184;1349;1507;1653;1846;2063;2243,603;936;1114;1267;1434;1591;1742;1919;2135
AT3G54050,914;1516,685;1008;1618
AT3G54110,298;1064;1243;1470;1651;1847;2008;2178,1163;1335;1551;1741;1929;2090
AT3G54140,298;697;1308;1946,586;1089;1391
AT3G54170,447;567;754;918;1086;1254;1685;2121;2336;2475,337;529;665;852;1007;1205;1630;1958;2265;2418
AT3G54230,204;370;818;1043;1959;2121;2301;2471;2772;3575;3808;3969;4708;5056;6494;6778,300;696;1001;1243;2048;2207;2390;3489;3715;3899;4527;4862;5665;6589
AT3G54260,533;891;1158;1465,718;975;1314;1545
AT3G54270,583;1042;1334;1707;2047;2257,276;939;1138;1415;1859;2209;2352
AT3G54280,437;657;1703;1902;2594;3206;3661;4348;4630;4812;5266;5622;6001;6590;7121;7381;7916;8582;9431;9579;9826;10160;10519;10674;11026;11197;11588;11828,273;561;1484;1846;2511;2867;3560;3752;4496;4742;5053;5380;5826;6163;6676;7260;7450;8042;8937;9509;9720;9928;10254;10623;10915;11113;11374;11669;12014
AT3G54300,946;1245;1452,702;1045;1330
AT3G54320,664;1090;1452;3784,442;654;964;1374;3885
AT3G54340,583;728;912;1126;1447,515;665;811;1083;1401;1691
AT3G54350,365;541;958;3507;3644;4023;4213;4464,805;1964;3591;3873;4125;4334
AT3G54450,164;466;815;1419;2890,247;562;1140;2498;3038
AT3G54470,864;1040;1301;1473;1809,955;1217;1384;1553
AT3G54480,951;2083,805;2023;2255
AT3G54490,353;1218;1488,1040;1373
AT3G54560,506,358;1029
AT3G54600,1140;1599,665;1232;1904
AT3G54610,972;1162;1333;1746;2060;2405;2873;3012;3360;3563;3817,906;1080;1260;1576;2015;2304;2803;2956;3240;3468;3674
AT3G54620,780;1433;1784;2014,718;1245;1707;1887
AT3G54650,955;1245;1625;1896;2121;2324;2615,1142;1479;1710;2015;2225;2414;2695;2957
AT3G54660,877;1241;1503;1725;2003;2232;2479;2705;2906,650;961;1325;1670;1853;2167;2307;2569;2813
AT3G54670,1092;1432;1834;2522;3215;3798;4120;4324;4540;4805;5098;5742;6460;6920;7436;8054,854;1197;1594;2254;2943;3672;4009;4215;4399;4714;4888;5571;6349;6542;7183;7825;8146
AT3G54690,1070,845;1149
AT3G54710,427;808;1540;1813;1993,306;575;906;1655;1901
AT3G54720,1452;1688;1848;2011;2197;2402;2592;2820,1208;1534;1784;1922;2112;2312;2477;2678
AT3G54790,356;1203;1396;3301,914;1278;1476;3394
AT3G54820,1075;1771,778;1629;1859
AT3G54840,210;524;1046;1283;1485;1888;2079,443;961;1187;1378;1797;1991;2328
AT3G54850,816;1318,698;903;1409
AT3G54860,254;615;892;1107;1283;1462;1611;1958;2443;2761;2896;3168;3383;3676;3851;4031;4670;5092;5248;5450,213;533;696;995;1216;1353;1565;1900;2347;2708;2841;3104;3275;3552;3768;3959;4588;5033;5194;5355
AT3G54870,427;735;953;1228;1573;1811;2046;2271;2647;2889;3279;3552;3813;4056;4271;4466;4681;5358;5579,633;829;1041;1350;1671;1895;2181;2433;2753;3098;3371;3692;3926;4134;4372;4554;4940;5449;5709
AT3G54930,1493,
AT3G54960,627;1031;1572;1776;1944;2208;2401;2559;2713;2941;3087,900;1405;1656;1862;2120;2325;2489;2631;2805;3029
AT3G55000,565;984;1609;1728;1980,431;669;860;1483;1701;1822
AT3G55005,763;1117;1344,1027;1220;1784;1995
AT3G55010,517;698;871;1014;1269;1445;1687,602;768;953;1095;1341;1527
AT3G55030,850;981;1193;1337,751;929;1078;1279;1426
AT3G55040,525;690;870;1072;1239;1434,305;463;602;770;968;1325;1529
AT3G55050,265;1606,506
AT3G55170,478;1252,341;1094;1319
AT3G55260,566;751;870;1129;1304;1548;1723;1903;2291;2560;2686;2920;3125;3477,666;833;1016;1232;1416;1705;1853;2189;2499;2651;2820;3064;3225;3586
AT3G55320,714;978;1291;2204;2676;2986;3416;4344;4679,658;801;1089;1943;2364;2764;3074;3561;4436
AT3G55330,456;612;813;956;1168,374;528;689;883;1070
AT3G55340,758;993,582;945
AT3G55370,1506,802
AT3G55380,381;730;915;1164,277;631;813;1057;1336
AT3G55400,822;1077;1353;1622;2016;2341;2562;2813;3055,527;908;1227;1527;1916;2159;2445;2656;2925
AT3G55450,106;595;823;1047;1250,223;686;900;1125
AT3G55480,293;456;778;1491;1771;2099;2290;2648;3925;4379,378;527;860;1596;1971;2179;2446;2980;4114
AT3G55500,301;750,430;866
AT3G55520,205;625;875;1040;1224,493;740;959;1130;1310
AT3G55530,145;496;624;755;1071;1280;1810;2094,391;568;841;1167;1763;1973;2177
AT3G55610,366;741;932;1115;1371;1830;2326;2584;2764;3002;3172;3366;3556;3743;3935;4287;4460;4641;4814,668;1011;1208;1551;2174;2418;2685;2911;3084;3278;3458;3638;3858;4135;4390;4573;4742;4908
AT3G55620,277;534;719;899;1045;1548;1908,499;621;812;999;1416;1796;1997
AT3G55630,419;564;740;878;1052;1190;1328;1451;1596;1829;2116;2278;2637,287;497;629;816;967;1132;1266;1403;1517;1675;1908;2198;2361;2728
AT3G55660,715;965;1111;1479;1934,597;809;1035;1199;1567;2004
AT3G55740,1288;1470;1740;1961;2262,1062;1374;1549;1835;2045
AT3G55770,194;333;712;963;1096;1279,287;526;862;1060;1188
AT3G55800,675;952;1125;1437;1613;1764,548;765;1042;1214;1511;1691;1848
AT3G55830,367;1324;1755;1922,926;1590;1850;2026
AT3G55850,327;728;967;1241;1537;1736;2064;2311;2768;3025;3206;3374;3579;3773,424;563;864;1429;1611;1868;2224;2659;2928;3106;3298;3446;3656
AT3G55880,487;1077,807;1751
AT3G55920,342;486;800;922;1224;1389,275;415;751;897;1040;1312
AT3G55940,737;957;1269;1585;2016;2184,539;820;1031;1342;1871;2096
AT3G55990,819;1094;1432;1689,921;1231;1529;2407
AT3G56000,516;700;1070;1269;1491;1680;2166,600;807;1157;1353;1565;1776;2242
AT3G56040,1202;1433;1736;2014;2165;2689;3106;3457;3629;3846;4022;4197;4372;4624;4766,1023;1282;1573;1840;2097;2521;2946;3364;3533;3767;3925;4121;4279;4460;4704
AT3G56090,612;765;953;1219;1387;1554,527;703;864;1320;1489
AT3G56100,731,842
AT3G56150,479;2322,423;566
AT3G56160,397;543;900;1108;1377;1807;1962;2321;2662;2914;3387;3629;3806,448;791;1039;1297;1747;1892;2206;2639;2845;3300;3507;3703;3884
AT3G56170,118;586;816;1019;1229;1504;1666;1982,275;759;903;1117;1315;1608;1752
AT3G56190,484;986;1145;1320;1703;2093;2238;2407,935;1071;1239;1550;1932;2189;2325
AT3G56310,626;801;932;1241;1404;1630;1796;1982;2172;2348;2510;2671,566;743;896;1136;1330;1570;1729;1897;2106;2264;2418;2611
AT3G56350,319;471;684;1071;1251,423;557;1013;1172;1371
AT3G56380,352;540;712;904,459;633;829;1007
AT3G56440,1602;2081;2581,835;1848;2456;2705
AT3G56480,290;927;1140;1341;1607;1751;1918;2193;2397;2535;2759;3009,625;1010;1247;1459;1681;1833;2008;2279;2475;2626;2858
AT3G56600,216,
AT3G56690,700;1584;2176;2519;3103;3983;4152;4431;4689,552;792;1970;2310;2611;3555;4070;4239;4509
AT3G56700,389;572;860;1060;1326;1637;2182,467;659;958;1153;1474;1728;2261
AT4G23150,866;1141;1356;1661;1988;2222,1002;1236;1449;1749;2070;2313
AT3G56860,2938,3049
AT3G56900,404;692;1004;1187;1468;1757;2011;2182;2498;2639;2869;3062,347;526;888;1086;1287;1697;1922;2099;2397;2586;2730;2973
AT3G56920,333;841;1244;1556,660;937;1333;1631
AT3G56930,532;1109;1500;1806;2546,919;1190;1571;1898
AT3G56960,2387;2638;2835;3117;3326;3485,2218;2471;2717;2922;3194;3411
AT3G56990,523;705;901;1057;1210;1449;1789;1997;2284;2540;2740;3019;3325,423;612;799;965;1150;1327;1735;1887;2112;2380;2646;2832;3118
AT3G57010,844,588;1038
AT3G57040,748;950;1129,842;1050;1468
AT3G57050,576;794;945;1137;1330;1530;1732;1919;2117;2325;2517,406;677;873;1044;1241;1417;1634;1836;1998;2216;2413
AT3G57090,324;866;1150;1340,726;1027;1275;1490
AT3G57140,1740;1962,240;1817;2051
AT3G57190,863;1148;1450;1722,644;946;1242;1549;1804
AT3G57230,610;1892;2347;2806;2941;3114,413;1812;2284;2705;2898;3029
AT3G57270,141;1044,657;1286
AT3G57280,981;1255;1562;1683,751;1086;1514;1641
AT3G57290,719;1055;1266;1806;2028;2362,563;826;1143;1585;1884;2223;2433
AT3G57300,184;476;959;1513;1845;2186;2891;3078;3284;3516;3707;4017;4320;4473;5138;5446;6106;6465;6658;6869;7109;7502;7731,387;579;1079;1643;2074;2462;2968;3202;3355;3594;3890;4157;4414;4906;5298;5544;6203;6549;6773;6951;7291;7580;7952
AT3G57330,1921;3935;4168;4432;4815,1865;2009;4011;4259;4515;4881
AT3G57350,419;687;876;1052;1686;2039;2267;2518;2722;2949;3925,326;619;815;961;1427;1942;2131;2463;2637;2858;3021;4740
AT3G57390,1249;1398;1586;1712;1854;2085,1139;1341;1485;1669;1811;1935
AT3G57410,286;1352;1615;1858;2178;2443;2716;3013;3240;3431;3677;4189;4331;4552;4861;5303;5518;5730;6180;6482;6946;7285,259;1514;1788;1940;2264;2582;2852;3088;3329;3517;4119;4261;4413;4731;5019;5291;5376;5603;6116;6379;6728;7057;7376
AT3G57510,675;930;1096;1416;1632;1903;2107,542;758;1074;1207;1549;1793;1992
AT3G57520,210;668;1028;1215;1363;1544;1753;2182;2852;3000;3243;3560;3743,451;782;1123;1313;1451;1644;2058;2298;2931;3107;3341;3653;3829
AT3G57530,881;1249;1478;1764;1965;2235;2557,1124;1333;1610;1848;2066;2328;2650
AT3G57550,296;549;741;905;1124;1577;1781;1997;2124;2305,508;626;827;993;1213;1658;1860;2077
AT3G57650,446;936;1085;1273;1628;1926;2245;2577;2913;3132,812;1044;1198;1567;1847;2085;2450;2819;3044
AT3G57680,745;912;1121;1313;1503;1669;1792;1985;2150;2384;2640,829;989;1225;1423;1579;1755;1864;2062;2233;2531;2729
AT3G57800,1023;1180;2087;2606,908;1113;2533;3305
AT3G57860,131;793,434
AT3G57920,497;902,758;977
AT3G58010,1253;1416;1606;1914;2052,1130;1331;1508;1696;1998
AT3G58040,1369;1837,1058;1449;2302
AT3G58060,469;741;1018;1310;1535;1750,549;818;1130;1383;1612;1988
AT3G58160,962;1225;1467;1818;2113;2335;2560;2774;2967;3340;3523;4001;4238;4494;4764;4949;5116;5448;5753;5972;6742;7016;7403,817;1078;1309;1758;1952;2184;2422;2626;2864;3281;3420;3962;4110;4325;4631;4838;5054;5269;5546;5851;6090;6875;7145
AT3G58350,209;451;768,283;540;915
AT3G58460,101;280;1054;1536;1812;1994;2156;2408;2556;2808;2931;3233,228;887;1231;1778;1901;2081;2312;2485;2637;2887;3157
AT3G58490,439;636;821;1325;1538;1739,539;745;905;1220;1408;1622
AT3G58500,318;1291;1616;2179;2602;3094;3291;3482,1035;1206;2534;2901;3200;3373;3567
AT3G58510,1295;1474;2104;2534;2740,456;1389;1860;2371;2625
AT3G58560,1477;1667;1852;2010;2191;2388;2567;2796;3059,737;1579;1767;1922;2103;2333;2474;2680;2910;3162
AT3G58570,1332;1510;2100;2887;3160,549;1425;1856;2718;3045;3253
AT3G58580,1498;1677;1842;2005;2189;2352;2539;2749;2986,749;1589;1757;1917;2101;2297;2446;2633;2834;3080
